"code","canonicalCode","displayCode","sourceMeaningEn","normalizedMeaningDraftRu","categoryCandidate","sourceManualId","sourceManualTitle","sourceDocument","sourcePath","sourceSection","sourcePage","sourceContext","confidence","alreadyInGmv6Runtime","existingRuntimePath","actionRecommendation","reason"
"P5","P5","P5","Over-current protection of inverter compressor","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/p5.json","already-covered","Existing GMV6 runtime card retained."
"P6","P6","P6","Drive IPM module protection of compressor","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/p6.json","already-covered","Existing GMV6 runtime card retained."
"P7","P7","P7","Malfunction of drive temperature sensor of compressor","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/p7.json","already-covered","Existing GMV6 runtime card retained."
"P8","P8","P8","Drive IPM high temperature protection of compressor","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/p8.json","already-covered","Existing GMV6 runtime card retained."
"P9","P9","P9","Desynchronizing protection of inverter compressor","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/p9.json","already-covered","Existing GMV6 runtime card retained."
"PA","PA","PA","Malfunction of drive storage chip of compressor","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/pa.json","already-covered","Existing GMV6 runtime card retained."
"PC","PC","PC","Malfunction of current detection circuit drive of compressor","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/pc.json","already-covered","Existing GMV6 runtime card retained."
"PE","PE","PE","Phase-lacking of inverter compressor","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/pe.json","already-covered","Existing GMV6 runtime card retained."
"PF","PF","PF","Malfunction of charging loop of driven of compressor","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/pf.json","already-covered","Existing GMV6 runtime card retained."
"PH","PH","PH","High-voltage protection of compressor?s drive DC bus bar","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/ph.json","already-covered","Existing GMV6 runtime card retained."
"PJ","PJ","PJ","Failure startup of inverter compressor","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/pj.json","already-covered","Existing GMV6 runtime card retained."
"PL","PL","PL","Low voltage protection for DC bus bar of drive of compressor","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/pl.json","already-covered","Existing GMV6 runtime card retained."
"PP","PP","PP","AC current protection of inverter compressor","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/pp.json","already-covered","Existing GMV6 runtime card retained."
"PU","PU","PU","AC input voltage of drive of inverter compressor","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/pu.json","already-covered","Existing GMV6 runtime card retained."
"U0","U0","U0","Preheat time of compressor is insufficient","Already covered in GMV6 runtime before ED-24GEC.13A","debugging","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/u0.json","already-covered","Existing GMV6 runtime card retained."
"U2","U2","U2","Wrong setting of ODU?s capacity code/jumper cap","Already covered in GMV6 runtime before ED-24GEC.13A","debugging","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/u2.json","already-covered","Existing GMV6 runtime card retained."
"U3","U3","U3","Power phase sequence protection","Already covered in GMV6 runtime before ED-24GEC.13A","debugging","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/u3.json","already-covered","Existing GMV6 runtime card retained."
"U4","U4","U4","Refrigerant-lacking protection","Already covered in GMV6 runtime before ED-24GEC.13A","debugging","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/u4.json","already-covered","Existing GMV6 runtime card retained."
"U5","U5","U5","Wrong address for driving board of compressor","Already covered in GMV6 runtime before ED-24GEC.13A","debugging","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/u5.json","already-covered","Existing GMV6 runtime card retained."
"U6","U6","U6","Alarm because valve is abnormal","Already covered in GMV6 runtime before ED-24GEC.13A","debugging","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/u6.json","already-covered","Existing GMV6 runtime card retained."
"U8","U8","U8","Malfunction of pipeline for IDU","Already covered in GMV6 runtime before ED-24GEC.13A","debugging","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/u8.json","already-covered","Existing GMV6 runtime card retained."
"U9","U9","U9","Malfunction of pipeline for ODU","Already covered in GMV6 runtime before ED-24GEC.13A","debugging","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/u9.json","already-covered","Existing GMV6 runtime card retained."
"UC","UC","UC","Setting of main IDU is succeeded","Already covered in GMV6 runtime before ED-24GEC.13A","debugging","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/uc.json","already-covered","Existing GMV6 runtime card retained."
"Ud","UD","Ud","Drive board of grid-connection is abnormal","Already covered in GMV6 runtime before ED-24GEC.13A","debugging","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/ud.json","already-covered","Existing GMV6 runtime card retained."
"UE","UE","UE","Charging of refrigerant is invalid","Already covered in GMV6 runtime before ED-24GEC.13A","debugging","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/ue.json","already-covered","Existing GMV6 runtime card retained."
"UF","UF","UF","Identification malfunction of IDU of mode exchanger","Already covered in GMV6 runtime before ED-24GEC.13A","debugging","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/uf.json","already-covered","Existing GMV6 runtime card retained."
"UL","UL","UL","Emergency operation DIP switch code of compressor is wrong","Already covered in GMV6 runtime before ED-24GEC.13A","debugging","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/ul.json","already-covered","Existing GMV6 runtime card retained."
"Un","UN","Un","Communication malfunction between the drive board of grid-connection and the main board","Already covered in GMV6 runtime before ED-24GEC.13A","debugging","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/un.json","already-covered","Existing GMV6 runtime card retained."
"y1","Y1","y1","Malfunction of entry-tube temperature sensor 2","Already covered in GMV6 runtime before ED-24GEC.13A","indoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/y1.json","already-covered","Existing GMV6 runtime card retained."
"y2","Y2","y2","Malfunction of exit-tube temperature sensor 2","Already covered in GMV6 runtime before ED-24GEC.13A","indoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/y2.json","already-covered","Existing GMV6 runtime card retained."
"y7","Y7","y7","Malfunction of fresh air inlet temperature sensor","Already covered in GMV6 runtime before ED-24GEC.13A","indoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/y7.json","already-covered","Existing GMV6 runtime card retained."
"y8","Y8","y8","Malfunction of IDU?s air box sensor","Already covered in GMV6 runtime before ED-24GEC.13A","indoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/y8.json","already-covered","Existing GMV6 runtime card retained."
"yA","YA","yA","Malfunction of IFD","Already covered in GMV6 runtime before ED-24GEC.13A","indoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/ya.json","already-covered","Existing GMV6 runtime card retained."
"A9","A9","A9","Set Back function","режим автоматического возврата к заданным настройкам","status","gree-gmv6-service-manual-2022-03","Gree GMV6 DC Inverter VRF Units Service Manual","GC202203-IV","artifacts/manual-intake/sources/gree/JF00304129, Export T1_R410A_GMV6 GMV Service Manual (Asia Pacific), D.2.pdf","Chapter 3 Faults / Error Indication / Status A9","PDF page 74 / manual page 74","A8 Vacuum pump mode / A9 Set Back function","high","no-before-13A","data/equipment-diagnostics/error-knowledge/gree/gmv6/status/a9.json","ready-for-import","Confirmed in GC202203-IV fresh GMV6 Error Indication table and absent from GMV6 runtime before ED-24GEC.13A."
"n1","N1","n1","Defrosting cycle K1 setting","настройка цикла оттайки K1","status","gree-gmv6-service-manual-2022-03","Gree GMV6 DC Inverter VRF Units Service Manual","GC202203-IV","artifacts/manual-intake/sources/gree/JF00304129, Export T1_R410A_GMV6 GMV Service Manual (Asia Pacific), D.2.pdf","Chapter 3 Faults / Error Indication / Status n1","PDF page 74 / manual page 74","n0 SE operation setting of system / n1 Defrosting cycle K1 setting","high","no-before-13A","data/equipment-diagnostics/error-knowledge/gree/gmv6/status/n1.json","ready-for-import","Confirmed in GC202203-IV fresh GMV6 Error Indication table and absent from GMV6 runtime before ED-24GEC.13A."
"qA","QA","qA","Heat recovery status","состояние рекуперации тепла","status","gree-gmv6-service-manual-2022-03","Gree GMV6 DC Inverter VRF Units Service Manual","GC202203-IV","artifacts/manual-intake/sources/gree/JF00304129, Export T1_R410A_GMV6 GMV Service Manual (Asia Pacific), D.2.pdf","Chapter 3 Faults / Error Indication / Status qA","PDF page 74 / manual page 74","qA Heat recovery status / qH Mainly heating","high","no-before-13A","data/equipment-diagnostics/error-knowledge/gree/gmv6/status/qa.json","ready-for-import","Confirmed in GC202203-IV fresh GMV6 Error Indication table and absent from GMV6 runtime before ED-24GEC.13A."
"qC","QC","qC","Mainly cooling","режим преимущественного охлаждения","status","gree-gmv6-service-manual-2022-03","Gree GMV6 DC Inverter VRF Units Service Manual","GC202203-IV","artifacts/manual-intake/sources/gree/JF00304129, Export T1_R410A_GMV6 GMV Service Manual (Asia Pacific), D.2.pdf","Chapter 3 Faults / Error Indication / Status qC","PDF page 74 / manual page 74","qC Mainly cooling / qP Export region setting for PV VRF units","high","no-before-13A","data/equipment-diagnostics/error-knowledge/gree/gmv6/status/qc.json","ready-for-import","Confirmed in GC202203-IV fresh GMV6 Error Indication table and absent from GMV6 runtime before ED-24GEC.13A."
"qH","QH","qH","Mainly heating","режим преимущественного нагрева","status","gree-gmv6-service-manual-2022-03","Gree GMV6 DC Inverter VRF Units Service Manual","GC202203-IV","artifacts/manual-intake/sources/gree/JF00304129, Export T1_R410A_GMV6 GMV Service Manual (Asia Pacific), D.2.pdf","Chapter 3 Faults / Error Indication / Status qH","PDF page 74 / manual page 74","qA Heat recovery status / qH Mainly heating","high","no-before-13A","data/equipment-diagnostics/error-knowledge/gree/gmv6/status/qh.json","ready-for-import","Confirmed in GC202203-IV fresh GMV6 Error Indication table and absent from GMV6 runtime before ED-24GEC.13A."
"qP","QP","qP","Export region setting for PV VRF units","настройка региона экспорта для PV VRF-блоков","status","gree-gmv6-service-manual-2022-03","Gree GMV6 DC Inverter VRF Units Service Manual","GC202203-IV","artifacts/manual-intake/sources/gree/JF00304129, Export T1_R410A_GMV6 GMV Service Manual (Asia Pacific), D.2.pdf","Chapter 3 Faults / Error Indication / Status qP","PDF page 74 / manual page 74","qC Mainly cooling / qP Export region setting for PV VRF units","high","no-before-13A","data/equipment-diagnostics/error-knowledge/gree/gmv6/status/qp.json","ready-for-import","Confirmed in GC202203-IV fresh GMV6 Error Indication table and absent from GMV6 runtime before ED-24GEC.13A."
"qU","QU","qU","Grid voltage configuration","настройка напряжения электросети","status","gree-gmv6-service-manual-2022-03","Gree GMV6 DC Inverter VRF Units Service Manual","GC202203-IV","artifacts/manual-intake/sources/gree/JF00304129, Export T1_R410A_GMV6 GMV Service Manual (Asia Pacific), D.2.pdf","Chapter 3 Faults / Error Indication / Status qU","PDF page 74 / manual page 74","qU Grid voltage configuration","high","no-before-13A","data/equipment-diagnostics/error-knowledge/gree/gmv6/status/qu.json","ready-for-import","Confirmed in GC202203-IV fresh GMV6 Error Indication table and absent from GMV6 runtime before ED-24GEC.13A."
"Uy","UY","Uy","PV module over-temperature protection","защита PV-модуля от перегрева","debugging","gree-gmv6-service-manual-2022-03","Gree GMV6 DC Inverter VRF Units Service Manual","GC202203-IV","artifacts/manual-intake/sources/gree/JF00304129, Export T1_R410A_GMV6 GMV Service Manual (Asia Pacific), D.2.pdf","Chapter 3 Faults / Error Indication / Debugging Uy","PDF page 73 / manual page 73","Uy PV module over-temperature protection","high","no-before-13A","data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/uy.json","ready-for-import","Confirmed in GC202203-IV fresh GMV6 Error Indication table and absent from GMV6 runtime before ED-24GEC.13A."
