code,canonicalCode,displayCode,sectionNumber,sectionTitle,sourceMeaningEn,normalizedMeaningRu,equipmentSide,proposedRuntimeFolder,sourceManualId,sourceManualPath,sourceLineOrContext,alreadyInRuntime,existingRuntimePath,action,reason
CC,CC,,2.38,Faults / Error Indication,No main unit,сообщение наладки оборудования,debugging,gmv6/debugging,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Debugging CC / PDF page 77 / manual page 75; Troubleshooting 2.38 / PDF page 98 / manual page 96,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/cc.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
Cd,Cd,,,Faults / Error Indication,Communication malfunction between mode exchanger and ODU,сообщение о связи и адресации,debugging,gmv6/debugging,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Debugging Cd / PDF page 77 / manual page 75,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/cd.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
CE,CE,,,Faults / Error Indication,Communication malfunction between mode exchanger and IDU,сообщение о связи и адресации,debugging,gmv6/debugging,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Debugging CE / PDF page 77 / manual page 75,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/ce.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
CF,CF,,2.39,Faults / Error Indication,Malfunction of multiple main control units,сообщение наладки оборудования,debugging,gmv6/debugging,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Debugging CF / PDF page 77 / manual page 75; Troubleshooting 2.39 / PDF page 98 / manual page 96,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/cf.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
CH,CH,,2.36,Faults / Error Indication,Rated capacity is too high,сообщение наладки оборудования,debugging,gmv6/debugging,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Debugging CH / PDF page 77 / manual page 75; Troubleshooting 2.36 / PDF page 97 / manual page 95,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/ch.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
CJ,CJ,,2.40,Faults / Error Indication,Address DIP switch code of system is shocking,сообщение о связи и адресации,debugging,gmv6/debugging,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Debugging CJ / PDF page 77 / manual page 75; Troubleshooting 2.40 / PDF page 99 / manual page 97,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/cj.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
CL,CL,,2.37,Faults / Error Indication,The matching ratio of rated capacity for IDU and ODU is too low,сообщение наладки оборудования,debugging,gmv6/debugging,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Debugging CL / PDF page 77 / manual page 75; Troubleshooting 2.37 / PDF page 97 / manual page 95,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/cl.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
Cn,Cn,,,Faults / Error Indication,Malfunction of network for IDU and ODU of mode exchanger,сообщение о связи и адресации,debugging,gmv6/debugging,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Debugging Cn / PDF page 77 / manual page 75,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/cn.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
CP,CP,,2.41,Faults / Error Indication,Malfunction of multiple wired controller,сообщение наладки управления,debugging,gmv6/debugging,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Debugging CP / PDF page 77 / manual page 75; Troubleshooting 2.41 / PDF page 100 / manual page 98,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/cp.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
CU,CU,,,Faults / Error Indication,Communication malfunction between IDU and the receiving lamp,сообщение о связи и адресации,debugging,gmv6/debugging,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Debugging CU / PDF page 77 / manual page 75,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/cu.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
Cy,Cy,,,Faults / Error Indication,Communication malfunction of mode exchanger,сообщение о связи и адресации,debugging,gmv6/debugging,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Debugging Cy / PDF page 77 / manual page 75,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/cy.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
U0,U0,,,Preheat time of compressor is insufficient,Preheat time of compressor is insufficient,недостаточное время прогрева компрессора,debugging,gmv6/debugging,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,data/reference/gree-official-support-error-catalog/подтверждённый/Gree-GMV-U0.подтверждённый.json,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/u0.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
U2,U2,,,Wrong setting of ODU’s capacity code/jumper cap,Wrong setting of ODU’s capacity code/jumper cap,ошибка настройки мощности наружного блока DIP-переключателем или перемычкой,debugging,gmv6/debugging,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,data/reference/gree-official-support-error-catalog/подтверждённый/Gree-GMV-U2.подтверждённый.json,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/u2.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
U3,U3,,,Power phase sequence protection,Power phase sequence protection,защита по фазировке питания,debugging,gmv6/debugging,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,data/reference/gree-official-support-error-catalog/подтверждённый/Gree-GMV-U3.подтверждённый.json,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/u3.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
U4,U4,,,Refrigerant-lacking protection,Refrigerant-lacking protection,защита по недостатку хладагента,debugging,gmv6/debugging,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,data/reference/gree-official-support-error-catalog/подтверждённый/Gree-GMV-U4.подтверждённый.json,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/u4.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
U5,U5,,,Wrong address for driving board of compressor,Wrong address for driving board of compressor,ошибка адреса платы привода компрессора,debugging,gmv6/debugging,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,data/reference/gree-official-support-error-catalog/подтверждённый/Gree-GMV-U5.подтверждённый.json,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/u5.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
U6,U6,,2.142,Faults / Error Indication,Alarm because valve is abnormal,сообщение наладки холодильного контура,debugging,gmv6/debugging,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Debugging U6 / PDF page 77 / manual page 75; Troubleshooting 2.142 / PDF page 179 / manual page 177,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/u6.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
U8,U8,,2.143,Faults / Error Indication,Malfunction of pipeline for IDU,сообщение наладки холодильного контура,debugging,gmv6/debugging,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Debugging U8 / PDF page 77 / manual page 75; Troubleshooting 2.143 / PDF page 179 / manual page 177,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/u8.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
U9,U9,,2.144,Faults / Error Indication,Malfunction of pipeline for ODU,сообщение наладки холодильного контура,debugging,gmv6/debugging,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Debugging U9 / PDF page 77 / manual page 75; Troubleshooting 2.144 / PDF page 180 / manual page 178,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/u9.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
UC,UC,,2.145,Faults / Error Indication,Setting of main IDU is succeeded,сообщение наладки управления,debugging,gmv6/debugging,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Debugging UC / PDF page 77 / manual page 75; Troubleshooting 2.145 / PDF page 181 / manual page 179,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/uc.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
Ud,Ud,,,Faults / Error Indication,Drive board of grid-connection is abnormal,сообщение наладки инверторного привода,debugging,gmv6/debugging,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Debugging Ud / PDF page 77 / manual page 75,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/ud.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
UE,UE,,2.147,Faults / Error Indication,Charging of refrigerant is invalid,сообщение наладки холодильного контура,debugging,gmv6/debugging,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Debugging UE / PDF page 77 / manual page 75; Troubleshooting 2.147 / PDF page 181 / manual page 179,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/ue.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
UF,UF,,,Faults / Error Indication,Identification malfunction of IDU of mode exchanger,сообщение наладки оборудования,debugging,gmv6/debugging,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Debugging UF / PDF page 77 / manual page 75,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/uf.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
UL,UL,,2.146,Faults / Error Indication,Emergency operation DIP switch code of compressor is wrong,сообщение о связи и адресации,debugging,gmv6/debugging,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Debugging UL / PDF page 77 / manual page 75; Troubleshooting 2.146 / PDF page 181 / manual page 179,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/ul.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
Un,Un,,,Faults / Error Indication,Communication malfunction between the drive board of grid-connection and the main board,сообщение о связи и адресации,debugging,gmv6/debugging,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Debugging Un / PDF page 77 / manual page 75,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/un.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
